"","P000","P001","P002","P003","P004","P005","P006","P007","P008","P009","P010","P011","P012","P013","P014","P015","P016","P017","P018","P019","P020","P021","P022","P023","id","cluster","cluster_name"
"5533","H","H","H","H","H","H","H","H","H","E","E","S","X","X","X","H","H","H","E","E","H","H","H","H",5533,0,"Homemakers"
"5534","H","H","H","H","H","H","H","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","H",5534,3,"Night-shifters"
"5535","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H",5535,1,"9-to-5ers"
"5536","H","H","H","H","H","H","H","G","W","W","W","W","W","W","X","X","D","H","H","H","H","H","H","H",5536,1,"9-to-5ers"
"5537","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H",5537,1,"9-to-5ers"
"5538","H","H","H","H","H","H","H","H","H","H","H","H","E","Z","D","D","D","H","H","H","H","H","H","H",5538,0,"Homemakers"
"5539","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","G","H","H","H","H","H","H","H",5539,0,"Homemakers"
"5540","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5540,0,"Homemakers"
"5541","H","H","H","H","H","H","H","H","H","H","H","W","W","W","W","G","G","G","H","H","H","H","H","H",5541,5,"Work-Life Balancers"
"5542","H","H","H","H","H","H","H","H","H","H","H","H","H","S","H","H","H","H","H","H","H","H","H","H",5542,0,"Homemakers"
"5543","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5543,0,"Homemakers"
"5544","H","H","H","H","H","H","H","H","W","W","W","H","W","W","W","W","W","H","H","H","H","H","H","H",5544,5,"Work-Life Balancers"
"5545","H","H","H","H","H","H","H","H","H","H","H","H","D","H","H","H","H","H","H","H","H","H","H","H",5545,0,"Homemakers"
"5546","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5546,0,"Homemakers"
"5547","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H",5547,1,"9-to-5ers"
"5548","H","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","W","W","W","H","H","H",5548,1,"9-to-5ers"
"5549","H","H","H","H","H","H","H","H","W","W","W","W","X","X","H","H","H","H","H","H","H","H","H","H",5549,5,"Work-Life Balancers"
"5550","H","H","H","H","H","H","H","W","W","W","W","E","W","W","W","W","D","H","H","H","H","H","H","H",5550,5,"Work-Life Balancers"
"5551","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H","H","H",5551,1,"9-to-5ers"
"5552","H","H","H","H","H","H","H","H","H","H","C","C","C","C","C","C","C","C","C","C","C","H","H","H",5552,6,"Students"
"5553","H","H","H","H","H","H","H","X","W","W","W","W","W","W","W","W","W","X","H","H","H","H","H","H",5553,1,"9-to-5ers"
"5554","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5554,0,"Homemakers"
"5555","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5555,0,"Homemakers"
"5556","H","H","H","H","D","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5556,0,"Homemakers"
"5557","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","V","V","V","V","V","V","H","H",5557,4,"Socialites"
"5558","H","H","H","H","H","H","W","W","W","W","W","E","W","W","W","W","P","V","H","H","H","H","H","H",5558,1,"9-to-5ers"
"5559","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","V","V","H","H","H","H","H","H",5559,1,"9-to-5ers"
"5560","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","Z","Z","H","H","H","H",5560,0,"Homemakers"
"5561","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5561,0,"Homemakers"
"5562","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5562,0,"Homemakers"
"5563","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5563,0,"Homemakers"
"5564","H","H","H","H","H","H","H","H","X","H","H","H","S","X","H","H","H","H","H","H","H","H","H","H",5564,0,"Homemakers"
"5565","H","H","H","H","H","H","H","H","H","H","H","H","S","P","H","H","H","H","H","H","H","H","H","H",5565,0,"Homemakers"
"5566","H","H","H","H","H","H","H","H","C","C","C","C","C","H","H","G","H","H","H","H","H","H","H","H",5566,6,"Students"
"5567","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H","H",5567,1,"9-to-5ers"
"5568","H","H","H","H","H","H","H","W","W","W","W","E","E","W","W","W","H","H","H","H","H","H","H","H",5568,1,"9-to-5ers"
"5569","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5569,0,"Homemakers"
"5570","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5570,0,"Homemakers"
"5571","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","G","W","W","H","H","H","H","H",5571,1,"9-to-5ers"
"5572","H","H","H","H","H","H","H","G","W","W","W","W","W","W","W","W","W","H","R","R","D","H","H","H",5572,1,"9-to-5ers"
"5573","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5573,0,"Homemakers"
"5574","H","H","H","H","H","H","W","S","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5574,0,"Homemakers"
"5575","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5575,0,"Homemakers"
"5576","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","W","G","H","H","H","H","H","H",5576,1,"9-to-5ers"
"5577","H","H","H","H","H","H","H","V","W","W","W","W","W","W","W","W","W","V","V","X","V","V","V","V",5577,1,"9-to-5ers"
"5578","H","H","H","H","H","H","P","P","P","P","P","H","H","H","H","H","H","H","H","H","H","H","H","H",5578,0,"Homemakers"
"5579","H","H","H","H","H","H","H","H","H","H","H","G","G","G","G","H","H","H","H","H","H","H","H","H",5579,0,"Homemakers"
"5580","H","H","H","H","H","H","H","H","H","W","H","H","H","H","H","H","H","H","H","H","H","H","H","W",5580,0,"Homemakers"
"5581","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H",5581,1,"9-to-5ers"
"5582","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","G","H","H","H","H","H","H","H","H",5582,0,"Homemakers"
"5583","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5583,0,"Homemakers"
"5584","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5584,0,"Homemakers"
"5585","H","H","H","H","H","H","H","H","H","H","H","H","H","H","S","S","S","H","H","H","H","H","H","H",5585,0,"Homemakers"
"5586","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5586,0,"Homemakers"
"5587","H","H","H","H","H","H","H","H","H","H","H","H","H","X","H","H","H","H","H","H","H","H","H","H",5587,0,"Homemakers"
"5588","H","H","H","H","H","X","W","W","W","W","W","W","H","H","H","H","H","H","H","H","H","H","H","H",5588,5,"Work-Life Balancers"
"5589","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5589,0,"Homemakers"
"5590","H","H","H","H","H","H","H","H","D","X","H","H","H","H","D","D","H","H","H","H","H","H","H","H",5590,0,"Homemakers"
"5591","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","W","E","W","W","W","W","W",5591,0,"Homemakers"
"5592","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5592,0,"Homemakers"
"5593","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5593,0,"Homemakers"
"5594","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5594,0,"Homemakers"
"5595","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","G","G","H","H","H","H","H","H","H",5595,0,"Homemakers"
"5596","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","G","G","H","H","H","H","H","H","H",5596,0,"Homemakers"
"5597","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5597,0,"Homemakers"
"5598","H","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","G","H","H","H","H","H","H","H",5598,5,"Work-Life Balancers"
"5599","H","H","H","H","H","H","H","H","H","H","H","G","H","H","X","H","H","H","H","H","H","H","H","H",5599,0,"Homemakers"
"5600","H","H","H","H","H","X","P","P","P","G","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5600,0,"Homemakers"
"5601","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5601,0,"Homemakers"
"5602","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5602,0,"Homemakers"
"5603","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5603,0,"Homemakers"
"5604","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5604,0,"Homemakers"
"5605","H","H","H","H","H","H","H","P","P","G","G","S","S","H","H","H","H","H","H","H","H","H","H","H",5605,0,"Homemakers"
"5606","H","H","H","H","H","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H","H","H","H",5606,1,"9-to-5ers"
"5607","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H","H","H",5607,1,"9-to-5ers"
"5608","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H","H",5608,1,"9-to-5ers"
"5609","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","G","H","H","H","H","H","H","H",5609,1,"9-to-5ers"
"5610","H","H","H","H","H","H","H","H","H","W","W","W","H","H","D","D","H","H","H","H","H","H","H","H",5610,0,"Homemakers"
"5611","H","H","H","H","H","H","H","H","H","W","W","W","W","W","W","W","D","H","H","H","H","H","H","H",5611,5,"Work-Life Balancers"
"5612","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5612,0,"Homemakers"
"5613","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5613,0,"Homemakers"
"5614","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H",5614,1,"9-to-5ers"
"5615","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5615,0,"Homemakers"
"5616","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","G","G","G","H","H","H",5616,0,"Homemakers"
"5617","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H",5617,1,"9-to-5ers"
"5618","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5618,0,"Homemakers"
"5619","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5619,0,"Homemakers"
"5620","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5620,0,"Homemakers"
"5621","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5621,0,"Homemakers"
"5622","H","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H",5622,1,"9-to-5ers"
"5623","H","H","H","H","H","H","H","H","H","H","H","H","H","D","H","H","H","H","H","H","H","H","D","H",5623,0,"Homemakers"
"5624","H","H","H","H","H","H","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","H",5624,3,"Night-shifters"
"5625","H","H","H","H","H","H","H","H","H","H","H","H","E","W","W","W","W","W","W","W","W","W","W","H",5625,3,"Night-shifters"
"5626","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5626,0,"Homemakers"
"5627","H","H","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","W","W","H","H","H",5627,1,"9-to-5ers"
"5628","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","H","H","H","R","H","H","H","H",5628,1,"9-to-5ers"
"5629","H","H","H","H","H","H","H","W","W","W","W","H","H","H","H","H","V","V","V","R","H","H","H","H",5629,5,"Work-Life Balancers"
"5630","H","H","H","H","H","H","C","C","C","C","C","C","C","C","H","H","H","H","V","R","V","V","V","V",5630,6,"Students"
"5631","H","H","H","H","H","E","E","E","E","E","E","V","V","V","V","H","H","G","H","H","H","H","H","H",5631,0,"Homemakers"
"5632","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5632,0,"Homemakers"
"5633","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5633,0,"Homemakers"
"5634","H","H","H","H","H","H","H","H","H","H","H","H","E","G","H","H","H","H","H","H","H","H","H","H",5634,0,"Homemakers"
"5635","H","H","H","H","H","H","H","H","H","H","H","H","H","X","X","H","H","H","H","H","H","H","H","H",5635,0,"Homemakers"
"5636","H","H","H","H","H","X","X","W","W","W","W","W","W","W","W","W","C","C","C","C","C","R","H","H",5636,1,"9-to-5ers"
"5637","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H",5637,1,"9-to-5ers"
"5638","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5638,0,"Homemakers"
"5639","H","H","H","H","W","W","W","W","W","H","S","S","H","H","H","H","H","H","H","H","H","H","H","H",5639,5,"Work-Life Balancers"
"5640","H","H","H","H","H","H","H","H","H","H","E","G","H","H","H","H","H","H","H","H","H","H","H","H",5640,0,"Homemakers"
"5641","H","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","H","G","V","E","E","H","H","H",5641,1,"9-to-5ers"
"5642","H","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","G","V","E","E","H","H","H",5642,1,"9-to-5ers"
"5643","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5643,0,"Homemakers"
"5644","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","X","H","H","D","H","H","H",5644,0,"Homemakers"
"5645","H","H","H","H","H","H","H","W","W","W","W","W","W","W","D","H","H","H","H","H","H","H","H","H",5645,1,"9-to-5ers"
"5646","H","H","H","H","H","H","H","C","C","C","C","C","C","H","H","H","H","C","C","C","C","H","H","H",5646,6,"Students"
"5647","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H",5647,1,"9-to-5ers"
"5648","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5648,0,"Homemakers"
"5649","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W",5649,1,"9-to-5ers"
"5650","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5650,0,"Homemakers"
"5651","H","H","H","H","H","H","H","H","H","H","H","S","S","E","H","H","H","H","H","H","H","H","H","H",5651,0,"Homemakers"
"5652","H","H","H","H","H","H","H","H","H","H","G","H","H","H","H","H","H","H","H","H","H","H","H","H",5652,0,"Homemakers"
"5653","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5653,0,"Homemakers"
"5654","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5654,0,"Homemakers"
"5655","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5655,0,"Homemakers"
"5656","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5656,0,"Homemakers"
"5657","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5657,0,"Homemakers"
"5658","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5658,0,"Homemakers"
"5659","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5659,0,"Homemakers"
"5660","H","H","H","H","H","H","H","D","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H","H",5660,1,"9-to-5ers"
"5661","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H","H",5661,1,"9-to-5ers"
"5662","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5662,0,"Homemakers"
"5663","H","H","H","H","H","H","H","H","H","H","H","G","G","H","H","H","H","H","H","H","H","H","H","H",5663,0,"Homemakers"
"5664","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5664,0,"Homemakers"
"5665","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5665,0,"Homemakers"
"5666","H","H","H","H","H","H","H","R","R","R","H","H","G","P","G","E","H","H","H","H","H","H","H","H",5666,2,"Afternoon Adventurers"
"5667","H","H","H","H","H","H","H","H","H","H","H","H","G","P","G","E","H","H","H","H","H","H","H","H",5667,0,"Homemakers"
"5668","H","H","H","H","H","H","H","H","H","H","H","V","V","Z","V","H","H","H","H","H","H","H","H","H",5668,0,"Homemakers"
"5669","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5669,0,"Homemakers"
"5670","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","G","W","W","W","W","W","W","H","H",5670,1,"9-to-5ers"
"5671","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5671,0,"Homemakers"
"5672","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5672,0,"Homemakers"
"5673","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H",5673,1,"9-to-5ers"
"5674","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","D","H","H","H","H","H","H",5674,0,"Homemakers"
"5675","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H",5675,1,"9-to-5ers"
"5676","H","H","H","H","H","H","H","H","H","H","H","X","G","H","X","G","H","H","H","H","H","H","H","H",5676,0,"Homemakers"
"5677","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","P","G","V","V","V","V","H","H","H",5677,4,"Socialites"
"5678","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","Z","Z","H","H","H","H","H",5678,0,"Homemakers"
"5679","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5679,0,"Homemakers"
"5680","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H","H",5680,1,"9-to-5ers"
"5681","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5681,0,"Homemakers"
"5682","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5682,0,"Homemakers"
"5683","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5683,0,"Homemakers"
"5684","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5684,0,"Homemakers"
"5685","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5685,0,"Homemakers"
"5686","H","H","H","H","H","H","H","H","H","H","G","G","H","H","H","H","H","H","H","H","H","H","H","H",5686,0,"Homemakers"
"5687","H","H","H","H","H","H","H","H","H","W","W","H","H","H","H","H","H","H","H","H","H","H","H","H",5687,0,"Homemakers"
"5688","H","H","H","H","H","H","H","H","H","G","G","G","G","G","G","H","H","H","H","H","H","V","H","H",5688,0,"Homemakers"
"5689","H","H","H","H","H","H","H","H","H","H","H","H","H","W","W","W","H","H","H","H","H","H","H","H",5689,5,"Work-Life Balancers"
"5690","H","H","H","H","H","H","H","H","H","H","R","R","R","R","R","R","R","H","H","H","H","H","H","H",5690,2,"Afternoon Adventurers"
"5691","H","H","H","H","H","H","H","H","H","H","R","R","R","R","R","R","R","H","H","H","H","H","H","H",5691,2,"Afternoon Adventurers"
"5692","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5692,0,"Homemakers"
"5693","H","H","H","H","H","H","H","H","X","X","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5693,0,"Homemakers"
"5694","H","H","H","H","R","W","W","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H","H",5694,1,"9-to-5ers"
"5695","H","H","H","H","H","H","H","H","V","V","V","V","G","G","H","H","H","H","H","H","H","H","H","H",5695,0,"Homemakers"
"5696","H","H","H","H","H","H","D","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5696,0,"Homemakers"
"5697","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H",5697,1,"9-to-5ers"
"5698","H","H","H","H","H","H","H","D","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H",5698,1,"9-to-5ers"
"5699","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","E","E","H","H","H","H","H",5699,0,"Homemakers"
"5700","H","H","H","H","H","H","H","P","H","P","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5700,0,"Homemakers"
"5701","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","X","H","H","H","H","H","H","H",5701,0,"Homemakers"
"5702","H","H","H","H","H","H","H","C","C","C","C","C","C","C","X","X","W","W","W","W","H","H","H","H",5702,6,"Students"
"5703","H","H","H","H","H","H","H","H","H","H","H","H","H","H","W","S","G","H","H","H","H","H","H","H",5703,0,"Homemakers"
"5704","H","H","H","H","H","X","X","H","H","S","S","S","D","Z","E","G","H","H","H","H","H","H","H","H",5704,0,"Homemakers"
"5705","H","H","H","H","H","H","H","W","W","W","W","W","H","Z","E","G","H","H","H","H","H","H","H","H",5705,5,"Work-Life Balancers"
"5706","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","D","H","H","H","H","H","H","H",5706,1,"9-to-5ers"
"5707","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5707,0,"Homemakers"
"5708","H","H","H","H","H","H","H","H","H","H","G","G","S","H","H","H","D","H","H","H","H","H","H","H",5708,0,"Homemakers"
"5709","H","H","H","H","H","H","H","H","H","H","E","E","H","H","H","H","H","H","H","H","H","H","H","H",5709,0,"Homemakers"
"5710","H","H","H","H","H","H","H","H","X","X","X","P","H","G","G","G","H","H","H","H","H","H","H","H",5710,0,"Homemakers"
"5711","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5711,0,"Homemakers"
"5712","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5712,0,"Homemakers"
"5713","H","H","H","H","H","H","H","H","H","H","H","H","W","H","H","H","H","H","H","H","H","H","H","H",5713,0,"Homemakers"
"5714","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5714,0,"Homemakers"
"5715","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5715,0,"Homemakers"
"5716","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5716,0,"Homemakers"
"5717","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5717,0,"Homemakers"
"5718","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5718,0,"Homemakers"
"5719","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H","H",5719,1,"9-to-5ers"
"5720","H","H","H","H","H","H","H","H","H","H","H","S","H","H","H","H","H","H","H","H","H","H","H","H",5720,0,"Homemakers"
"5721","H","H","H","H","H","H","H","H","H","S","H","H","H","H","D","H","H","H","H","H","H","H","H","H",5721,0,"Homemakers"
"5722","H","H","H","H","H","H","H","H","H","S","H","H","H","H","G","H","H","H","H","H","H","H","H","H",5722,0,"Homemakers"
"5723","H","H","H","H","H","H","W","W","W","W","W","W","E","W","W","W","H","H","H","H","E","H","H","H",5723,1,"9-to-5ers"
"5724","H","H","H","H","H","H","H","H","H","H","H","G","H","H","H","H","H","H","H","H","E","H","H","H",5724,0,"Homemakers"
"5725","H","H","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H",5725,5,"Work-Life Balancers"
"5726","H","H","H","H","H","H","H","D","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5726,0,"Homemakers"
"5727","H","H","H","H","H","H","G","W","W","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H",5727,1,"9-to-5ers"
"5728","H","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H",5728,1,"9-to-5ers"
"5729","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5729,0,"Homemakers"
"5730","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H","H","H",5730,1,"9-to-5ers"
"5731","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5731,0,"Homemakers"
"5732","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5732,0,"Homemakers"
"5733","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5733,0,"Homemakers"
"5734","H","H","H","H","H","H","H","H","H","W","W","W","W","H","H","H","H","H","H","H","H","H","H","H",5734,5,"Work-Life Balancers"
"5735","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5735,0,"Homemakers"
"5736","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5736,0,"Homemakers"
"5737","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5737,0,"Homemakers"
"5738","H","H","H","H","H","H","H","H","H","W","W","W","W","W","D","G","H","H","H","H","H","H","H","H",5738,5,"Work-Life Balancers"
"5739","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","W","W","W","W","H","H","H","H","H",5739,1,"9-to-5ers"
"5740","H","H","H","H","H","H","H","H","H","H","P","P","H","W","W","W","W","W","H","H","H","H","H","H",5740,5,"Work-Life Balancers"
"5741","H","H","H","H","H","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H","H","H","H",5741,1,"9-to-5ers"
"5742","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",5742,0,"Homemakers"
"5743","H","H","H","H","H","H","H","H","H","H","P","P","H","H","H","H","H","H","H","H","H","H","H","H",5743,0,"Homemakers"
