P000,P001,P002,P003,P004,P005,P006,P007,P008,P009,P010,P011,P012,P013,P014,P015,P016,P017,P018,P019,P020,P021,P022,P023,id
H,H,H,H,H,H,H,P,P,P,P,P,P,P,P,P,H,H,H,H,H,H,H,H,2374
H,H,H,H,H,H,H,W,W,W,W,W,W,W,H,H,H,H,H,H,H,H,H,H,2375
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2376
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2377
H,H,H,H,H,H,H,H,W,W,W,W,W,W,W,H,H,H,R,R,H,H,H,H,2378
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,2379
H,H,H,H,H,H,H,Z,Z,G,P,P,H,H,H,H,H,R,R,R,R,R,H,H,2380
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,R,R,R,R,R,H,H,2381
H,H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,H,V,V,V,V,H,H,2382
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2383
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2384
H,H,H,H,H,H,V,G,G,G,W,W,W,W,W,W,W,W,W,H,H,H,H,H,2385
H,H,H,H,H,H,H,P,D,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,2386
H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,H,H,2387
H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,H,2388
H,H,H,H,H,H,H,H,H,H,E,H,H,H,H,H,H,H,R,R,H,H,H,H,2389
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2390
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2391
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2392
H,H,H,H,H,H,H,H,H,H,E,E,W,W,W,W,W,W,W,W,W,W,E,H,2393
H,H,H,H,H,H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,H,H,2394
H,H,H,H,W,W,W,W,W,W,W,W,W,W,W,S,H,H,G,H,H,H,H,H,2395
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,2396
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2397
H,H,H,H,H,H,E,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,2398
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,H,H,S,S,H,H,H,H,H,2399
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,2400
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2401
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2402
H,H,H,H,H,H,H,H,H,H,X,G,G,V,G,G,X,X,X,X,X,X,X,X,2403
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2404
H,H,H,H,H,H,H,H,R,R,R,R,R,G,H,R,H,H,H,H,H,H,H,H,2405
H,H,H,H,H,X,H,H,H,H,H,E,S,H,H,H,D,H,H,H,H,H,H,H,2406
H,H,H,H,H,H,H,W,W,W,W,E,W,W,W,D,X,H,H,H,H,H,H,H,2407
H,H,H,H,H,H,H,H,H,H,G,G,G,G,G,G,G,G,G,G,G,G,G,G,2408
H,H,H,H,H,H,H,H,H,H,G,G,G,G,G,G,G,G,G,G,G,G,G,G,2409
H,H,H,H,H,H,H,H,H,E,H,H,H,S,H,H,H,H,H,H,H,H,H,H,2410
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,W,W,W,W,E,H,H,H,2411
H,H,H,H,W,W,W,W,W,W,W,G,H,H,H,H,H,H,H,H,H,H,H,H,2412
H,H,H,H,H,H,H,H,H,H,H,H,H,H,D,H,H,H,H,H,H,H,H,H,2413
H,H,H,H,H,H,H,H,G,H,W,H,H,H,H,H,H,H,H,H,H,H,H,H,2414
H,H,H,H,H,H,H,H,H,H,H,H,H,H,E,H,H,Z,H,H,H,H,H,H,2415
H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,2416
H,H,H,H,H,H,H,H,H,H,H,H,W,W,W,R,R,R,H,H,H,H,H,H,2417
H,H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,V,H,H,H,H,H,H,2418
H,H,H,H,H,H,H,W,W,W,W,W,W,W,H,X,H,H,Z,Z,H,H,H,H,2419
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,H,H,H,W,W,H,H,H,H,2420
H,H,H,H,H,H,H,C,C,C,C,C,C,C,C,C,H,H,H,H,H,H,H,H,2421
H,H,H,H,H,H,H,H,D,H,H,H,H,H,H,D,H,H,H,H,H,H,H,H,2422
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2423
H,H,H,H,H,H,H,H,H,H,H,W,W,H,H,H,H,H,H,H,H,H,H,H,2424
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,2425
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,V,V,H,H,H,H,H,H,2426
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2427
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2428
H,H,H,H,H,H,H,H,H,P,G,H,H,H,H,H,H,H,H,H,H,H,H,H,2429
H,H,H,H,H,H,H,H,H,H,H,H,H,H,W,H,H,H,H,H,H,H,H,H,2430
H,H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,2431
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2432
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,2433
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2434
H,H,H,H,H,H,H,H,H,H,P,P,H,H,H,H,H,H,H,H,H,H,H,H,2435
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,E,E,E,H,H,H,H,H,H,2436
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,E,E,E,H,H,H,H,H,H,2437
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,X,H,H,H,H,H,H,H,2438
H,H,H,H,H,H,H,H,H,H,X,X,X,H,X,H,H,H,H,H,H,H,H,H,2439
H,H,H,H,H,H,H,H,H,H,X,X,E,E,E,H,H,H,H,H,H,H,H,H,2440
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2441
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2442
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2443
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2444
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2445
H,H,H,H,H,H,H,H,H,H,G,S,H,H,H,H,H,H,H,H,H,H,H,H,2446
H,H,H,H,H,H,H,H,H,H,G,S,H,H,W,W,W,W,W,H,H,H,H,H,2447
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,Z,Z,Z,H,H,H,H,H,H,2448
H,H,H,H,H,H,W,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2449
H,H,H,H,H,H,H,H,H,H,H,H,H,H,W,H,H,H,H,H,H,H,H,H,2450
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2451
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,2452
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,2453
H,H,H,H,H,H,H,C,C,C,C,C,C,C,C,C,C,H,H,H,H,H,H,H,2454
H,H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,2455
H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,H,2456
H,H,H,H,H,H,H,H,H,H,S,H,H,S,S,H,X,X,H,H,H,H,H,H,2457
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,H,2458
H,H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,2459
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2460
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2461
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2462
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2463
H,H,H,H,H,H,H,X,H,H,H,G,H,H,H,H,H,H,H,H,H,H,H,H,2464
H,H,H,H,H,H,H,H,H,H,H,G,H,H,H,H,H,H,W,W,W,W,W,W,2465
H,H,H,H,H,H,C,C,C,C,C,C,C,C,H,H,H,H,H,R,H,H,H,H,2466
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2467
H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,H,H,2468
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,G,H,H,H,H,H,H,H,H,2469
H,H,H,H,H,H,H,S,S,S,S,S,S,E,G,G,G,H,H,H,H,H,H,H,2470
H,H,H,H,H,H,H,S,S,S,S,S,S,E,S,G,G,H,H,H,H,H,H,H,2471
H,H,H,H,H,H,H,H,V,V,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2472
H,H,H,H,H,H,H,E,E,E,G,H,H,H,H,H,H,H,H,H,H,H,H,H,2473
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2474
H,H,H,H,H,H,H,H,H,H,H,X,X,H,H,H,H,G,H,H,H,H,H,H,2475
H,H,H,H,H,H,H,W,W,W,W,W,E,W,W,W,W,H,H,H,H,H,H,H,2476
H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,X,X,H,H,H,H,H,H,2477
H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,2478
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2479
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2480
H,H,H,H,H,H,H,H,H,P,P,E,P,P,G,H,H,H,H,H,H,H,H,H,2481
H,H,H,H,H,H,H,H,H,H,S,E,P,P,S,H,H,H,H,H,H,H,H,H,2482
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,E,H,H,H,H,H,H,H,2483
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,2484
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,H,2485
H,H,H,H,H,H,P,H,H,H,H,H,H,H,H,D,D,E,H,H,H,H,H,H,2486
H,H,H,H,H,H,H,H,H,H,H,V,H,H,H,V,H,H,H,H,H,H,H,H,2487
H,H,H,H,H,H,D,D,H,H,H,H,P,P,P,P,H,H,H,H,H,H,H,H,2488
H,H,H,H,H,H,H,H,H,H,H,D,D,V,V,V,V,V,V,V,V,V,V,V,2489
H,H,H,H,H,H,H,H,H,H,H,E,E,V,V,V,V,V,V,V,V,V,V,V,2490
H,H,H,H,H,H,H,H,H,G,H,H,H,H,H,H,H,H,X,H,H,H,H,H,2491
H,H,H,H,H,H,H,H,H,G,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2492
H,H,H,H,H,H,H,H,E,H,H,E,H,H,H,H,H,H,H,H,H,H,H,H,2493
H,H,H,H,H,H,H,H,H,H,H,S,S,S,G,H,H,H,H,H,H,H,H,H,2494
H,H,H,H,H,H,H,P,P,W,W,W,W,W,W,W,W,D,E,E,H,H,H,H,2495
H,H,H,H,H,H,H,D,W,W,W,W,W,W,W,W,W,W,E,E,H,H,H,H,2496
H,H,H,H,H,H,H,H,W,W,W,R,R,H,H,X,X,X,H,H,H,H,H,H,2497
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2498
H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,W,H,G,H,H,H,H,H,2499
H,H,H,H,H,H,H,C,C,C,C,C,C,C,H,H,H,H,H,H,H,H,H,H,2500
H,H,H,H,H,H,H,H,H,H,G,H,H,H,H,H,E,H,H,H,H,H,H,H,2501
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,2502
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2503
H,H,H,H,H,H,H,H,H,H,H,W,W,W,H,W,W,W,W,H,G,H,H,H,2504
H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,W,H,H,X,H,H,H,H,2505
H,H,H,H,H,H,H,H,H,H,H,X,X,H,H,H,H,H,H,X,H,H,H,H,2506
H,H,H,H,H,H,H,H,H,H,H,W,W,W,W,H,H,H,H,X,H,H,H,H,2507
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2508
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2509
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2510
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2511
H,H,H,H,H,H,H,H,H,H,H,X,H,H,S,S,H,H,H,H,H,H,H,H,2512
H,H,H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,2513
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2514
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2515
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2516
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2517
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2518
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2519
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2520
H,H,H,H,H,H,H,H,H,H,H,S,G,H,H,H,H,Z,H,H,H,H,H,H,2521
H,H,H,H,H,H,H,H,H,X,H,H,H,H,H,G,H,H,H,H,H,H,H,H,2522
H,H,H,H,H,H,H,H,H,H,H,W,W,W,W,W,W,W,H,H,H,H,H,H,2523
H,H,H,H,H,H,H,H,H,H,H,Z,Z,H,H,H,H,H,H,H,H,H,H,H,2524
H,H,H,H,H,H,H,H,D,D,D,H,E,E,H,G,H,H,H,H,H,H,H,H,2525
H,H,H,H,H,H,H,H,H,H,H,H,D,H,H,H,H,H,H,H,H,H,H,H,2526
H,H,H,H,H,H,H,H,R,R,R,R,R,R,R,R,H,E,E,H,H,H,H,H,2527
H,H,H,H,H,H,H,H,R,R,R,R,R,R,R,R,H,E,E,H,H,H,H,H,2528
H,H,H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,W,H,H,H,H,2529
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2530
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2531
H,H,H,H,H,H,H,W,W,W,W,W,E,W,W,W,W,W,G,H,H,H,H,H,2532
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2533
H,H,H,H,H,H,H,H,H,Z,Z,Z,Z,Z,Z,Z,H,H,H,H,H,H,H,H,2534
H,H,H,H,H,H,H,H,W,Z,Z,Z,Z,Z,Z,Z,Z,H,H,H,H,H,H,H,2535
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,V,V,V,V,H,H,H,H,H,2536
H,H,H,H,H,H,H,X,X,X,P,H,H,H,H,H,H,H,H,H,H,H,H,H,2537
H,H,H,H,H,H,H,X,X,H,H,H,H,H,H,G,H,H,H,H,H,H,H,H,2538
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2539
H,H,H,H,H,H,H,H,H,H,H,G,G,H,H,H,H,H,H,H,H,H,H,H,2540
H,H,H,H,H,H,H,H,H,H,H,G,G,H,H,H,H,H,H,H,H,H,H,H,2541
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2542
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2543
H,H,H,H,H,H,H,H,H,H,H,H,D,H,D,W,W,W,W,W,W,H,V,H,2544
H,H,H,H,W,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,H,H,2545
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2546
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,R,R,R,R,R,H,H,H,2547
H,H,H,H,H,H,H,H,H,H,H,W,W,W,W,H,R,R,R,R,R,H,H,H,2548
H,H,H,H,H,H,H,H,H,H,R,R,E,G,G,H,H,H,H,H,H,H,H,H,2549
H,H,H,H,H,H,H,H,H,H,H,G,H,H,H,H,H,H,H,H,H,H,H,H,2550
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2551
H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,W,R,H,H,H,H,H,H,2552
H,H,H,H,H,H,H,H,H,H,G,H,H,H,H,H,H,H,R,R,R,H,H,H,2553
H,H,H,H,H,H,H,X,H,H,H,H,G,G,D,H,H,H,R,R,R,H,H,H,2554
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2555
H,H,H,H,H,H,H,H,H,S,S,H,H,H,H,H,H,H,H,H,H,H,H,H,2556
H,H,H,H,H,H,H,H,H,C,C,C,C,C,C,C,C,C,C,E,H,H,H,H,2557
H,H,H,H,H,H,H,H,H,S,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2558
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,H,H,2559
H,H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,2560
H,H,H,H,H,H,H,H,H,G,E,R,R,R,R,H,H,H,H,H,H,H,H,H,2561
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2562
H,H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,W,W,W,W,H,H,2563
H,H,H,H,H,H,H,H,H,H,H,H,G,G,H,H,H,H,H,H,H,H,H,H,2564
H,H,H,H,H,H,H,H,H,H,G,G,H,H,H,H,H,H,H,H,H,H,H,H,2565
H,H,H,H,H,H,H,H,H,H,G,G,H,H,H,H,H,H,H,H,H,H,H,H,2566
H,H,H,H,H,H,C,C,C,C,C,C,C,C,V,V,H,H,H,H,H,H,H,H,2567
H,H,H,H,H,H,H,G,G,G,G,H,H,H,H,H,H,H,H,H,H,H,H,H,2568
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2569
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,G,H,H,H,H,H,H,2570
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2571
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2572
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2573
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2574
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,V,V,H,H,H,H,H,H,2575
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,R,E,E,D,H,H,2576
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,R,E,E,H,H,H,2577
H,H,H,H,H,H,H,H,R,R,R,R,R,R,R,R,R,R,R,E,E,H,H,H,2578
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,R,R,R,R,R,H,H,H,H,2579
H,H,H,H,H,H,H,H,H,H,G,H,H,H,W,W,W,W,W,W,W,W,W,H,2580
H,H,H,H,H,H,H,H,H,H,H,H,H,H,R,R,R,R,R,R,H,H,H,H,2581
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2582
H,H,H,H,H,H,H,H,H,H,G,G,H,H,H,H,H,H,H,H,H,H,H,H,2583
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2584
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2585
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2586
H,H,H,H,H,H,H,W,W,W,W,W,H,H,H,H,H,H,H,H,H,H,H,H,2587
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,2588
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2589
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2590
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2591
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2592
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2593
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2594
H,H,H,H,H,W,W,W,W,W,W,W,W,W,G,H,H,H,H,H,H,H,H,H,2595
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2596
H,H,H,H,H,H,H,H,H,G,S,H,H,H,H,H,G,H,H,H,H,H,H,H,2597
H,H,H,H,H,H,H,H,H,G,S,H,H,H,H,H,G,H,H,H,H,H,H,H,2598
H,H,H,H,H,H,H,H,H,H,H,H,H,P,P,P,H,H,H,H,H,H,H,H,2599
H,H,H,H,H,H,H,H,H,H,H,H,G,G,H,H,H,H,H,H,H,H,H,H,2600
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,D,R,G,D,D,H,H,H,H,2601
H,H,H,H,H,W,W,W,W,W,W,W,W,W,H,H,H,H,H,W,W,W,W,W,2602
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,G,G,H,H,H,H,H,H,H,2603
H,H,H,H,H,H,H,H,H,W,S,W,W,W,D,G,H,H,H,H,H,H,H,H,2604
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2605
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2606
H,H,H,H,H,H,H,H,H,H,H,H,H,R,R,R,R,E,R,R,H,H,H,H,2607
H,H,H,H,H,H,H,H,H,H,H,H,H,R,R,R,R,E,R,R,H,H,H,H,2608
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2609
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,H,R,R,R,H,H,H,H,2610
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,G,R,R,H,H,H,H,2611
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,S,S,H,H,H,H,H,2612
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2613
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2614
H,H,H,H,H,H,H,E,E,H,R,R,R,R,H,H,H,H,H,H,H,H,H,H,2615
H,H,H,H,H,H,H,H,H,H,H,H,H,H,W,W,H,H,H,H,H,H,H,H,2616
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2617
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2618
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,2619
H,H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,2620
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2621
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2622
H,H,H,H,H,H,H,W,W,W,W,W,W,H,H,H,H,H,H,H,H,H,H,H,2623
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2624
H,H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,G,H,H,H,H,H,H,2625
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,V,V,V,H,H,H,2626
H,H,H,H,H,H,H,H,H,H,H,X,X,X,H,H,H,H,H,H,H,H,H,H,2627
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2628
H,H,H,H,H,H,H,H,H,W,W,W,W,H,H,H,H,H,H,H,H,H,H,H,2629
H,H,H,H,H,H,H,H,H,H,G,X,X,H,H,H,V,V,V,V,V,V,V,V,2630
H,H,H,H,H,H,H,H,H,P,H,H,H,H,H,H,V,V,V,V,V,V,V,V,2631
H,H,H,H,H,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,H,H,H,H,2632
H,H,H,H,H,H,H,W,W,H,H,G,H,H,H,H,H,H,H,H,H,H,H,H,2633
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2634
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2635
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2636
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,P,P,P,P,P,P,P,2637
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2638
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2639
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,2640
H,H,H,H,H,H,H,H,H,H,V,V,V,V,V,H,H,H,E,G,H,H,H,H,2641
H,H,H,H,H,H,H,D,H,H,H,D,P,P,P,E,V,V,E,G,H,H,H,H,2642
H,H,H,H,H,W,W,H,W,G,W,W,W,W,W,G,W,H,H,H,H,H,H,H,2643
H,H,H,H,H,H,H,H,D,H,H,D,H,H,H,H,H,H,H,H,H,H,H,H,2644
H,H,H,H,H,H,H,H,E,E,D,H,H,H,H,H,H,H,H,H,H,H,H,H,2645
