income,age,children,sex,bach_degree,cars,activities,start_times
gt35-lt100,above 60,no,male,yes,two or more,H_W_G_H,28860_64980_72120
gt35-lt100,above 60,no,female,yes,two or more,H_W_G_H,32400_64800_65100
gt35-lt100,35 to 60,no,male,yes,two or more,H_S_W_H,28860_28980_61200
gt35-lt100,35 to 60,no,female,no,two or more,H_W_H,21660_57780
gt35-lt100,35 to 60,yes,female,yes,two or more,H_W_E_G_H,21840_57660_68580_75600
gt35-lt100,35 to 60,yes,male,no,two or more,H_W_H_E_H,25260_57600_61500_64800
gt35-lt100,20 to 35,no,male,yes,two or more,H_W_H_V_H,25380_61260_61440_68640
gt35-lt100,20 to 35,no,male,yes,two or more,H_W_X_H,25380_57840_64860
gt35-lt100,20 to 35,no,female,yes,two or more,H_E_H_W_H,39780_39900_43440_75780
lt35,20 to 35,yes,female,no,two or more,H_W_H,39660_61200
lt35,19 and under,yes,male,no,two or more,H_C_H,25380_54000
gt35-lt100,35 to 60,no,male,no,two or more,H_W_P_H,21660_47100_61260
gt35-lt100,35 to 60,no,female,yes,one,H_V_R_E_D_H,46920_50520_61200_75660_75840
gt35-lt100,35 to 60,no,male,yes,one,H_W_H_G_H,25200_57600_65100_68580
gt35-lt100,above 60,no,female,yes,two or more,H_G_S_G_H,32640_36120_36180_39600
gt35-lt100,20 to 35,no,female,yes,two or more,H_W_H,25320_54000
lt35,35 to 60,yes,female,no,one,H_D_H_G_D_W_V_H,25200_25440_47040_50400_57600_72180_79200
lt35,19 and under,yes,male,no,one,H_C_V_H,25200_50640_79200
gt100,above 60,no,male,yes,two or more,H_G_H,54000_54180
gt100,35 to 60,no,female,yes,two or more,H_G_H,54000_54180
gt100,35 to 60,yes,female,yes,two or more,H_W_H_D_E_H,21840_57600_61500_64860_75600
gt100,35 to 60,yes,male,no,two or more,H_W_H_D_E_H,21900_57660_61500_64860_75600
gt100,19 and under,yes,male,no,two or more,H_C_H_D_E_H,25320_57900_61500_64860_75600
lt35,above 60,no,female,no,two or more,H,
lt35,above 60,no,male,no,two or more,H_X_H_V_H_D_H,25260_28860_39600_57660_72180_75720
lt35,35 to 60,no,female,yes,two or more,H_V_H,39600_75720
lt35,35 to 60,no,male,yes,two or more,H_W_G_E_W_H,21660_43320_43380_46980_57900
lt35,35 to 60,no,female,yes,two or more,H_W_H,21720_57660
lt35,20 to 35,no,female,no,two or more,H_C_G_H_W_H,29100_39720_39780_57720_79260
gt100,above 60,no,female,yes,two or more,H_W_H,25500_65100
gt35-lt100,20 to 35,yes,female,no,two or more,H_W_H,25200_46980
gt35-lt100,20 to 35,yes,male,no,two or more,H_W_H,28920_61380
gt35-lt100,above 60,no,male,no,two or more,H_W_S_H,36120_39720_39780
gt35-lt100,35 to 60,no,female,no,two or more,H_W_H,25380_50400
gt35-lt100,20 to 35,no,male,yes,two or more,H_W_E_W_H,21840_43380_47040_61200
gt35-lt100,20 to 35,no,female,no,two or more,H_W_H,25200_57600
gt100,35 to 60,yes,female,yes,two or more,H_X_H,28800_32580
gt35-lt100,35 to 60,no,female,yes,one,H,
gt100,20 to 35,yes,male,yes,two or more,H_D_H_W_H,28980_29040_61380_68640
gt35-lt100,above 60,no,female,yes,one,H_W_H_E_H,18000_39720_43380_54180
lt35,20 to 35,no,female,no,one,H_S_H,46920_57600
lt35,35 to 60,no,male,no,two or more,H_W_H,21660_57840
lt35,above 60,no,female,no,two or more,H_W_S_H,25260_54000_54060
gt35-lt100,35 to 60,no,female,yes,two or more,H_V_H,61500_75600
gt35-lt100,35 to 60,no,male,no,two or more,H_W_E_H_V_H,29040_54180_54240_61500_75600
lt35,20 to 35,no,female,yes,one,H_W_H,32400_50460
gt100,20 to 35,no,female,yes,one,H_R_H_W_E_W_H,18300_25200_28860_43380_46980_61320
gt100,35 to 60,no,male,yes,one,H_W_E_W_H,28800_46980_47040_61320
gt35-lt100,35 to 60,no,male,yes,two or more,H_X_H_W_H_W_H,14580_18180_28980_43260_46800_61260
lt35,20 to 35,yes,female,no,two or more,H_G_H,75600_75600
gt100,35 to 60,yes,female,yes,two or more,H_R_H,36120_43200
gt100,35 to 60,yes,male,yes,two or more,H_W_H,28800_61200
gt100,35 to 60,yes,female,yes,two or more,H_D_H_D_H_W_H,25200_25200_25260_25260_25440_57840
gt100,19 and under,yes,male,no,two or more,H_C_H,25200_54060
gt100,20 to 35,yes,female,yes,two or more,H_W_H_Z_H,25260_57660_68400_68640
gt35-lt100,20 to 35,no,female,yes,two or more,H_W_H_S_H,28920_64800_68460_72000
gt35-lt100,35 to 60,no,male,yes,two or more,H_W_H,25500_64860
gt35-lt100,35 to 60,yes,female,yes,two or more,H,
gt35-lt100,19 and under,yes,female,no,two or more,H_D_H_D_H,43200_43320_54000_54060
gt100,35 to 60,no,male,yes,two or more,H_W_H,25320_61440
gt100,35 to 60,no,female,yes,two or more,H_W_E_W_H,25500_43200_43440_57840
gt35-lt100,above 60,no,female,no,two or more,H_S_V_S_H,47100_50400_54120_54120
gt100,35 to 60,no,female,yes,two or more,H,
gt100,35 to 60,no,male,yes,two or more,H,
gt35-lt100,above 60,no,female,yes,two or more,H_W_H,43200_64980
gt100,35 to 60,no,female,yes,two or more,H_V_S_V_E_V,32400_36000_43380_72180_82980
gt35-lt100,35 to 60,yes,female,yes,one,H_D_W_D_E_H,25440_28800_61260_61440_64860
lt35,35 to 60,no,female,no,two or more,H_D_E_G_V_H_D_H,43200_46800_50400_61200_61380_75600_75660
gt100,20 to 35,no,male,no,two or more,H_W_E_G_H,29040_61260_61320_68520
gt100,20 to 35,no,male,no,two or more,H_W_Z,25500_68460
gt100,20 to 35,no,male,yes,two or more,H_W_H_R_H,32400_57660_79440_3780
gt100,20 to 35,no,female,no,two or more,H_W_E_H,29040_75780_75900
gt100,20 to 35,yes,female,yes,two or more,H_W_D_H,25200_57600_57780
gt100,20 to 35,yes,male,yes,two or more,H_D_W_H,21780_21840_61380
gt35-lt100,above 60,no,male,yes,one,H,
lt35,35 to 60,yes,male,yes,two or more,H_W_S_H,25200_54000_64800
lt35,35 to 60,yes,female,no,two or more,H_W_H,25500_64800
gt35-lt100,35 to 60,yes,male,yes,one,H_G_H,25440_32700
gt35-lt100,35 to 60,yes,female,yes,one,H_G_H,25440_32700
gt100,35 to 60,no,male,yes,two or more,H_P_W_G_H,21840_25440_57900_61380
gt100,20 to 35,no,male,no,two or more,H_W_H,25200_57780
gt35-lt100,35 to 60,no,male,no,two or more,H_E_S_H_X_G_X_H_D_H_E_H,25380_29040_32520_39900_47100_50400_54060_54240_57600_57660_61260
gt35-lt100,35 to 60,no,female,no,two or more,H_W_H_V_H,32520_39780_46800_46980
gt35-lt100,35 to 60,yes,male,no,two or more,H_W_H,25500_64860
gt35-lt100,35 to 60,yes,female,yes,two or more,H_G_H_W_H_G,36180_39840_39900_61200_72000
gt35-lt100,35 to 60,yes,male,yes,two or more,H_W_H,28860_61260
gt35-lt100,20 to 35,yes,female,no,two or more,H_W_H_X_V_D_H,43440_61200_65040_72240_79440_82800
gt35-lt100,above 60,no,male,yes,two or more,H_W_H_Z_H,43440_46920_61200_72000
gt100,35 to 60,no,female,yes,two or more,H_G_S_G_H,29040_36060_43380_46800
gt100,35 to 60,no,male,no,two or more,H_W_H,18240_57780
gt35-lt100,35 to 60,no,female,no,one,H_W_H,21720_54180
gt100,35 to 60,no,male,yes,two or more,H_W_G_H_W_E_H,25200_57600_57720_64980_75600_75840
lt35,35 to 60,no,male,yes,two or more,H_W_H,25380_61200
gt35-lt100,20 to 35,no,female,yes,one,H_W_G_H,43440_79380_83040
gt100,above 60,no,male,no,two or more,H_E_H_G_S_W_H_E_R_H,32580_32640_36000_39600_39720_43260_57780_68400_72180
gt100,above 60,no,male,yes,two or more,H_W_E_G_W_H_G_H,21660_39780_39900_43200_54180_57780_61200
gt35-lt100,35 to 60,yes,male,yes,two or more,H_W_E_W_D_H,25320_39780_43260_57600_57780
gt35-lt100,20 to 35,yes,female,no,two or more,H_C_H_C_H_G_H_R_H,29040_36000_39600_43260_43380_46800_75780_60
gt35-lt100,20 to 35,yes,male,yes,two or more,H_G_H,39660_43380
gt35-lt100,35 to 60,no,female,no,two or more,H_G,36000
gt35-lt100,20 to 35,yes,female,yes,two or more,H_R_H_R_E_H,36060_50580_54240_64860_65040
gt35-lt100,20 to 35,yes,male,no,two or more,H_R_H,36060_50580
lt35,35 to 60,no,male,yes,one,H_W_H_P_E_V_S_H_S_H,14700_18300_29040_32700_36000_39660_39720_39840_43320
lt35,35 to 60,no,male,yes,two or more,H_W_S_H,25440_43500_46860
gt35-lt100,above 60,no,male,yes,two or more,H_W_H,28800_57840
gt35-lt100,above 60,no,female,yes,two or more,H_E_W_H,21840_25200_57660
gt100,35 to 60,yes,male,yes,two or more,H_X_H_W_H,14640_21660_25200_57840
gt100,above 60,no,female,no,one,H_D_W_G_H,25260_25380_57840_61260
gt35-lt100,above 60,no,male,no,two or more,H_E_W_H,18000_18000_50460
gt35-lt100,35 to 60,no,female,no,two or more,H_G_H_W_H,28980_32520_36240_46800
gt35-lt100,20 to 35,no,female,no,two or more,H_W_H_E_H,25260_54000_64800_68400
gt35-lt100,35 to 60,no,female,no,two or more,H_S_G_H_G_S_H,39720_39780_46980_50460_50520_50580
gt35-lt100,above 60,no,male,no,two or more,H_W_G_H_W,18180_21780_21900_79200
gt35-lt100,35 to 60,no,male,no,one,H_W_H,28860_68400
gt35-lt100,35 to 60,no,female,no,one,H_V_G_V,43200_46800_50460
gt35-lt100,above 60,no,male,yes,one,H_W_G_H,14400_36000_39600
gt35-lt100,35 to 60,no,male,no,one,H_W_G_H,21780_54000_54180
lt35,above 60,no,female,no,one,H_W_G_W,28860_64800_64860
gt100,35 to 60,yes,male,no,two or more,H_W_E_W_H,25380_43200_43380_61200
gt100,35 to 60,yes,female,no,two or more,H_W_E_H,25440_43200_43440
gt100,35 to 60,yes,female,no,two or more,H_D_W_H,25260_25440_57600
gt35-lt100,20 to 35,no,female,yes,two or more,H_C_W_H,36000_47100_79200
gt35-lt100,20 to 35,no,female,no,two or more,H_W_H,25380_61200
lt35,35 to 60,yes,female,yes,two or more,H_W_H,50640_54240
lt35,35 to 60,no,male,no,one,H_W_H_V_H,32460_50460_57660_72240
gt35-lt100,35 to 60,no,female,yes,one,H_E_W_G_S_H,21840_25320_57600_57840_61440
gt35-lt100,35 to 60,no,female,yes,two or more,H_V_E_H_R_D_H,50580_57840_61260_64920_75660_75780
gt35-lt100,35 to 60,no,male,yes,two or more,H,
gt100,35 to 60,yes,female,yes,two or more,H_Z_R_S_H_X_G_H,32400_36180_39900_46800_47040_50700_54060
gt100,35 to 60,yes,male,yes,two or more,H_Z_R_S_H,32400_36180_39900_46800
gt100,19 and under,yes,male,no,two or more,H_Z_R_S_H,32400_36180_39900_46800
gt100,35 to 60,yes,female,yes,one,H_W_H_G_S_E_H,25200_54240_57720_57900_64920_68400
gt100,35 to 60,yes,male,yes,two or more,H_W_H,18120_64980
gt100,19 and under,yes,male,no,two or more,H_C_H,21900_50460
gt35-lt100,35 to 60,no,male,yes,one,H_W_X_H,28860_57840_65040
gt100,35 to 60,yes,male,no,two or more,H_D_G_H,36180_39720_43260
gt100,35 to 60,yes,female,yes,two or more,H_S_G_H,36180_39720_43260
gt100,20 to 35,yes,female,yes,two or more,H_V_H_P_H_X_H_V_E_V,32580_36180_39720_39900_46800_54000_64800_72000_82980
gt100,35 to 60,yes,female,yes,two or more,H_W_H,25380_61380
gt100,19 and under,yes,female,no,two or more,H_C_H,25320_50640
gt35-lt100,35 to 60,no,female,yes,two or more,H,
gt35-lt100,20 to 35,no,female,yes,one,H_R_E_R_H,39780_43200_46980_57840
gt35-lt100,above 60,no,female,no,one,H_E_Z_H,25320_25440_36060
gt100,above 60,no,female,no,two or more,H_W_H_W_H_X_G_H,25500_43380_46920_61200_61260_64920_65040
gt100,above 60,no,male,yes,two or more,H_W_E_W_H_X_G_H,21780_39780_43440_57600_61260_65040_65100
gt100,35 to 60,no,male,yes,two or more,H_W_H_X_H,25440_57600_68580_75780
gt100,35 to 60,yes,male,yes,two or more,H_X_G_S_H_D_W_D_H,25260_29040_32400_32400_57600_57780_61320_64800
gt100,19 and under,yes,male,no,two or more,H_S_W_H,36000_36180_36240
lt35,20 to 35,yes,female,no,one,H_D_W_D_H,25500_28800_57600_57720
lt35,20 to 35,yes,male,no,one,H,
gt100,20 to 35,yes,female,yes,two or more,H_E_W_H,21780_21780_68640
gt100,35 to 60,yes,male,no,two or more,H_D_W_E_W_E_W_D_H_G_H,28920_32400_32460_32520_39720_39780_57780_57900_64860_65100
gt35-lt100,35 to 60,no,female,no,two or more,H_W_E_W_S_G_H,25380_43200_43500_57840_61320_61380
gt35-lt100,20 to 35,no,female,yes,two or more,H_W_G_W_E_W_G_H,25200_36000_36060_46800_46980_57840_65040
lt35,20 to 35,no,male,no,none,H_W_H_W,21600_25200_75900
gt100,35 to 60,no,female,yes,one,H_X_E_H_G_P_H,32520_39600_43200_50580_54180_57780
gt35-lt100,20 to 35,yes,female,yes,one,H_D_W_S_D_H_X_H,21840_25200_57600_57720_57840_64980_68700
gt35-lt100,above 60,no,female,yes,two or more,H_W_E_G_H,21720_57600_61380_61500
gt35-lt100,above 60,no,male,yes,two or more,H,
gt35-lt100,20 to 35,yes,female,no,one,H_W_H,18240_50400
gt35-lt100,20 to 35,yes,male,no,one,H_D_H,32580_50580
lt35,35 to 60,no,male,no,two or more,H_V_H,39600_50460
gt35-lt100,20 to 35,no,male,yes,two or more,H,
gt35-lt100,20 to 35,no,female,yes,two or more,H,
gt35-lt100,35 to 60,yes,female,no,two or more,H_D_W_D_H_R_H,28920_28980_61380_61440_68400_75600
gt35-lt100,35 to 60,yes,male,no,two or more,H_W_H,25200_57600
gt35-lt100,35 to 60,yes,female,no,two or more,H,
gt100,20 to 35,yes,male,yes,two or more,H_W_H,25440_57780
gt100,20 to 35,yes,female,yes,two or more,H_W_D_H,18180_54180_57720
gt100,35 to 60,yes,female,yes,two or more,H_R_H_D_G_H_G_H,32400_36000_43500_46860_64920_68400_72000
gt100,35 to 60,yes,male,no,two or more,H_S_G_H_D_G_H_G_H,29040_36000_39600_43500_46860_64920_68400_72000
gt100,35 to 60,yes,male,yes,two or more,H_Z_H_G_H,32400_36240_50520_54120
gt100,35 to 60,yes,female,yes,two or more,H_Z_H,32400_36240
gt100,19 and under,yes,female,no,two or more,H_Z_H_W_H,32400_36240_57660_65040
gt35-lt100,35 to 60,yes,female,yes,one,H_W_C_H,21900_54180_57660
gt35-lt100,35 to 60,no,female,no,one,H_G_V_H,54000_54180_72000
gt100,35 to 60,no,male,yes,one,H_W_X_W_R_H,28800_39780_46800_61260_68580
gt100,35 to 60,no,female,yes,one,H_W_G_H,25200_57600_61440
gt35-lt100,above 60,no,male,no,two or more,H,
gt35-lt100,35 to 60,no,female,no,two or more,H_W_H_W_H,28800_39600_39780_64920
gt35-lt100,35 to 60,no,male,no,two or more,H_R_G_R_G_H,21600_32580_32700_61380_68400
gt35-lt100,above 60,no,male,yes,two or more,H_W_H_W_H,21840_39840_46800_57900
gt35-lt100,35 to 60,yes,male,no,two or more,H_D_W_H,25440_25500_57840
gt35-lt100,19 and under,yes,female,no,two or more,H_C_D_H_S_E_H,25320_54000_54120_54240_61380_64860
gt100,35 to 60,yes,female,yes,two or more,H_D_W_D_H,18300_21780_57780_57900
gt100,35 to 60,yes,male,yes,two or more,H_E_H_E_H,39780_39900_61260_61320
gt100,above 60,no,male,no,two or more,H_E_H_G_H,32580_36180_39780_43260
gt35-lt100,35 to 60,no,male,no,two or more,H_X_H,28980_39600
lt35,35 to 60,no,female,no,two or more,H_W_H,25440_57780
lt35,35 to 60,no,male,no,two or more,H_W_H_G_E_H,18180_21780_61260_61440_64860
lt35,above 60,no,male,yes,two or more,H_W_G_H,57600_82860_120
gt35-lt100,above 60,no,male,no,two or more,H_W_P_H,21720_57900_64800
gt35-lt100,35 to 60,no,female,no,two or more,H_W_H,32460_64860
gt35-lt100,35 to 60,no,female,yes,one,H_S_G_H,39780_39840_43380
gt35-lt100,35 to 60,no,female,no,one,H_W_P_E_H,25380_57780_57840_61260
gt35-lt100,20 to 35,no,female,yes,one,H_W_H_W,21780_61260_79320
gt100,35 to 60,yes,female,yes,two or more,H_G_W_H_S_D_H,21840_21900_57600_57900_61260_61500
gt100,35 to 60,yes,male,yes,two or more,H_D_W_H,28800_28980_61500
gt100,35 to 60,no,female,no,two or more,H_W_G_H,21840_36060_43440
gt100,35 to 60,no,male,no,two or more,H_W_H,18000_50640
gt100,20 to 35,yes,male,yes,two or more,H_W_H_R_H,25440_57780_61500_68400
gt100,35 to 60,no,female,yes,one,H_X_W_H,14520_18120_54000
gt35-lt100,above 60,no,male,no,one,H_W_C_G_V_H,32520_54180_72180_72240_75780
lt35,above 60,no,male,no,two or more,H_S_H_S_G_H_W_H,39600_39780_47040_50400_50580_64860_3600
gt100,35 to 60,no,female,yes,one,H_E_G_H_E_G_H,32580_36180_39600_54240_61260_61380
gt35-lt100,above 60,no,male,no,none,H_W_H,14400_57780
gt100,35 to 60,yes,male,yes,one,H_W_H,25200_68460
gt100,19 and under,yes,female,no,one,H_C_H_X_H,21780_54240_64800_72120
lt35,35 to 60,yes,male,no,one,H_W_D_H_G_H,25440_50400_50580_54240_61200
gt35-lt100,above 60,no,male,no,two or more,H_W_H_W_H,18120_28980_46980_57660
gt100,35 to 60,no,male,no,two or more,H_W_H,64800_82800
gt35-lt100,35 to 60,yes,female,yes,two or more,H_W_H,43380_72060
gt35-lt100,20 to 35,no,female,yes,one,H_P_W_H_E_H,28860_32460_61200_68640_72060
gt100,20 to 35,no,male,yes,two or more,H_W_H_G_H_E_H,47040_50640_54240_57720_64800_72180
gt100,20 to 35,no,female,yes,two or more,H_W_E_H,28860_64860_72240
gt35-lt100,35 to 60,yes,male,yes,two or more,H_P_H_G_H,39780_47040_50580_50700
gt100,20 to 35,no,male,no,two or more,H_W_H_W,18240_21840_75840
gt100,20 to 35,no,female,no,two or more,H_C_W_H,28800_54000_3780
gt35-lt100,20 to 35,yes,female,no,two or more,H_W_H,25500_57780
gt35-lt100,20 to 35,yes,male,no,two or more,H_W_X_H,25500_64800_72120
gt100,35 to 60,yes,male,yes,two or more,H_R_H_V_H_W,36060_47040_54060_54300_57660
gt100,35 to 60,yes,female,yes,two or more,H_W_H_X_H,14520_46980_68460_72180
gt35-lt100,35 to 60,no,female,no,two or more,H_W_H_W_H_E_G_R_H,25440_43200_43500_57900_61320_65040_68400_75900
gt35-lt100,35 to 60,no,male,no,two or more,H_E_G_R_H,61320_65040_68400_75900
gt100,20 to 35,no,female,yes,one,H_W_G_W_H,25260_43260_46800_61200
gt100,20 to 35,no,male,yes,one,H_W_H,21600_54000
gt35-lt100,19 and under,yes,female,no,two or more,H_C_H_G_H,25200_50460_61380_61500
gt100,above 60,no,male,yes,two or more,H_G_H_E_R_V_H,28800_28800_39720_39900_57840_65040
lt35,19 and under,yes,male,no,one,H_W_H,36120_68580
gt35-lt100,35 to 60,yes,male,no,two or more,H_W_H,43320_64920
gt35-lt100,35 to 60,yes,female,no,two or more,H_W_H,25260_61200
gt35-lt100,20 to 35,yes,male,no,two or more,H_W_H,18180_54180
gt35-lt100,20 to 35,yes,male,no,two or more,H_C_H,28800_39720
gt35-lt100,35 to 60,yes,male,yes,two or more,H_D_E_W_H,25260_25380_32580_64800
lt35,20 to 35,no,female,yes,two or more,H_W_G_H,25260_57780_57900
gt100,35 to 60,no,female,no,two or more,H_E_W_H,32700_36000_61320
gt100,35 to 60,no,male,no,two or more,H_R_H,50640_72240
gt100,20 to 35,no,male,yes,two or more,H_X_H_R_H,36240_43260_50640_72240
gt35-lt100,35 to 60,yes,female,no,two or more,H_W_H,21600_61200
gt35-lt100,35 to 60,yes,male,no,two or more,H_D_W_D_H,25320_25380_57780_61260
gt100,above 60,no,male,no,two or more,H_W_D_H_W_D_E_D_W_G_H_D_H,21600_21780_21840_28920_39660_39720_43500_46800_57660_57780_61320_61380
gt100,above 60,no,female,yes,two or more,H_D_W_H,21600_21900_57660
gt35-lt100,35 to 60,yes,male,yes,two or more,H_W_H_R_H,21780_57780_61440_65040
gt35-lt100,20 to 35,yes,female,yes,two or more,H_D_H_W_H_E_H_D_H_R_H,28980_43200_43320_46920_47040_50640_54180_54240_61440_65040
gt100,above 60,no,male,yes,two or more,H_W_G_H,18180_54180_57600
gt100,20 to 35,no,female,no,two or more,H_W_H,25380_57600
gt35-lt100,35 to 60,yes,male,yes,one,H_W_H,25500_57600
gt100,35 to 60,no,female,no,two or more,H_W_H,28920_50520
gt100,35 to 60,no,male,yes,two or more,H,
gt35-lt100,35 to 60,yes,female,yes,two or more,H_R_H_V_E_H,36060_50580_57720_64920_64980
lt35,35 to 60,yes,female,no,one,H_D_H_W_E_D_R_D_H,28920_28980_36180_46800_50640_54000_57600_57720
gt35-lt100,35 to 60,no,female,no,two or more,H_W_H,25260_57600
gt35-lt100,35 to 60,no,male,no,two or more,H_W_E_H,25380_57780_57900
gt35-lt100,20 to 35,yes,male,yes,two or more,H_X_H_W_D_H_S_D_E_G_H,14400_18000_25260_57780_57900_61260_61320_61380_64980_68400
gt35-lt100,20 to 35,yes,female,yes,two or more,H_S_E_G_H,61260_61380_64980_68400
gt100,35 to 60,yes,male,yes,two or more,H_G_W_H,39660_43380_64920
gt100,20 to 35,yes,male,no,two or more,H_C_E_H,25260_54300_57840
gt35-lt100,35 to 60,no,male,no,two or more,H_S_H_W,75780_75840_82920
gt100,35 to 60,yes,male,no,two or more,H_W_E_H_S_G_E_H_W,18180_21780_25200_25500_32520_32700_36000_75840
gt100,35 to 60,yes,female,yes,two or more,H_W_H,46800_79260
gt100,19 and under,yes,female,no,two or more,H_E_C_D_G_H,21720_25440_54060_54180_54300
gt100,19 and under,yes,female,no,two or more,H_D_C_D_H_D_G_D_R_H,21720_21720_50640_50700_54060_54180_54300_57660_75660
gt35-lt100,35 to 60,no,male,yes,two or more,H_E_H,36180_43320
lt35,above 60,no,male,yes,two or more,H_E_W_H,21720_21900_57600
gt35-lt100,above 60,no,female,yes,two or more,H_D_G_E_D_G_H,36240_39660_43200_46920_50400_50580
gt100,35 to 60,no,female,no,two or more,H_W_H,28980_57600
gt100,35 to 60,yes,female,yes,two or more,H_W_H_X,25260_57600_61200
gt100,35 to 60,yes,male,no,two or more,H_X_H_D_W_E_W_H,21660_21720_25260_28800_39840_43260_57900
gt35-lt100,20 to 35,yes,male,yes,two or more,H_W_H,18300_54060
gt35-lt100,20 to 35,yes,female,yes,two or more,H_W_H,21780_57780
gt35-lt100,35 to 60,yes,female,no,one,H_W,25380
gt35-lt100,19 and under,yes,male,no,one,H_W,28980
gt35-lt100,35 to 60,no,female,yes,one,H_W_H,25200_57600
gt100,20 to 35,no,female,yes,two or more,H_W_E_W_H,29040_43200_46800_54000
gt100,20 to 35,no,male,yes,two or more,H_W_H,25320_61200
gt35-lt100,35 to 60,no,male,no,two or more,H_W_H,29040_68460
gt35-lt100,20 to 35,no,female,yes,two or more,H_W_G_H,29040_64860_65040
gt35-lt100,20 to 35,no,male,yes,two or more,H_W_H_S_H,32460_61380_68400_68580
lt35,35 to 60,no,female,no,one,H_X_H_G_W_S_H_X_H,28920_32520_36060_36120_64860_64920_65100_68400
gt35-lt100,20 to 35,no,female,no,two or more,H_W_H,25320_61200
gt35-lt100,20 to 35,no,male,no,two or more,H_W_H,21660_54240
lt35,35 to 60,yes,female,yes,two or more,H_W_H,21660_43380
lt35,35 to 60,yes,male,yes,two or more,H_W_H,25440_61440
lt35,19 and under,yes,female,no,two or more,H_C_H,21900_50700
gt35-lt100,35 to 60,no,female,no,one,H_W_D_G_E_H,25260_57660_61200_65100_68460
gt100,35 to 60,yes,female,yes,two or more,H_W_H,28980_64800
lt35,35 to 60,no,male,no,one,H_G_H_G_H,25380_28980_43440_46920
lt35,35 to 60,no,male,no,one,H_G_H_G_H,25380_28980_43440_46920
gt100,35 to 60,yes,male,no,two or more,H_W_H,29100_75720
lt35,above 60,no,female,no,one,H_P_G_W_G_H_W_H,36000_39600_43260_43500_50460_61380_60
gt35-lt100,35 to 60,no,female,yes,two or more,H_W_X_H,21780_57780_64980
lt35,above 60,no,female,no,one,H_S_H_G_H,32700_36180_39780_43200
gt35-lt100,35 to 60,yes,female,yes,one,H_W_H_W_H,18000_21780_36180_43380
gt35-lt100,35 to 60,yes,male,no,one,H_D_E_G_H_D_H,25380_28800_28980_32400_36180_36240
gt100,35 to 60,no,male,no,two or more,H_W_H,25440_64980
gt100,20 to 35,no,male,no,two or more,H_W_C_E_G_H_W,25380_28980_39660_43260_43500_79260
gt100,35 to 60,yes,female,yes,two or more,H_D_G_H_D_H,43200_43380_47040_54000_54180
gt100,20 to 35,yes,male,no,two or more,H_W_H,29040_54000
gt35-lt100,35 to 60,no,male,yes,two or more,H_W_G_H_W,21720_25320_28800_72240
